Год издания,title,url,Availability,Библиографическое описание,Тип издания,Коллекции,Автор,Заглавие,Number_of_Images,Images
,Карта района действий русских войск в Семилетнюю войну 1756-1758 гг.,http://elib.shpl.ru/ru/nodes/63270-karta-rayona-deystviy-russkih-voysk-v-semiletnyuyu-voynu-1756-1758-gg,1,,карта,,,,1,4022483
,Карта района действий русской армии в Семилетнюю войну от занятия Кенигсберга в 1758 г. до сражения при Куннерсдорфе в 1759 г.,http://elib.shpl.ru/ru/nodes/75730-karta-rayona-deystviy-russkoy-armii-v-semiletnyuyu-voynu-ot-zanyatiya-kenigsberga-v-1758-g-do-srazheniya-pri-kunnersdorfe-v-1759-g,1,,карта,,,,1,4623318
,Карта района действия армий Юго-западного фронта в мае-июле 1916 г.,http://elib.shpl.ru/ru/nodes/63250-karta-rayona-deystviya-armiy-yugo-zapadnogo-fronta-v-mae-iyule-1916-g,1,,карта,,,,1,4019621
,Карта района кавказских минеральных вод,http://elib.shpl.ru/ru/nodes/53647-karta-rayona-kavkazskih-mineralnyh-vod,1,,карта,,,,1,3623460
,Карта расположения армий 9 ноября,http://elib.shpl.ru/ru/nodes/77326-karta-raspolozheniya-armiy-9-noyabrya,1,,карта,,,,1,4704103
,"Карта расположения затопленных японских пароходов-заградителей всех трех атак (10 февраля, 14 марта, 20 апреля)",http://elib.shpl.ru/ru/nodes/74824-karta-raspolozheniya-zatoplennyh-yaponskih-parohodov-zagraditeley-vseh-treh-atak-10-fevralya-14-marta-20-aprelya,1,,карта,,,,1,4573711
,"Карта распределения годового количества атмосферных осадков на Восточном Кавказе, в мм.",http://elib.shpl.ru/ru/nodes/83829-karta-raspredeleniya-godovogo-kolichestva-atmosfernyh-osadkov-na-vostochnom-kavkaze-v-mm,1,,карта,,,,1,5001808
,Карта распределения народов по Северу Сибири,http://elib.shpl.ru/ru/nodes/53897-karta-raspredeleniya-narodov-po-severu-sibiri,1,,карта,,,,1,3656034
,Карта распределения народонаселения Бакинской губернии,http://elib.shpl.ru/ru/nodes/56573-karta-raspredeleniya-narodonaseleniya-bakinskoy-gubernii,1,,карта,,,,1,3781291
,Карта распределения среднегодовых температур воздуха на восточном Кавказе,http://elib.shpl.ru/ru/nodes/83796-karta-raspredeleniya-srednegodovyh-temperatur-vozduha-na-vostochnom-kavkaze,1,,карта,,,,1,4999867
,Карта распреденения судов в Тихом океане к 23 января 1904 г.,http://elib.shpl.ru/ru/nodes/74803-karta-raspredeneniya-sudov-v-tihom-okeane-k-23-yanvarya-1904-g,1,,карта,,,,1,4572946
,Карта распространения пугачевщины в пределах Воронежской губернии,http://elib.shpl.ru/ru/nodes/5070-karta-rasprostraneniya-pugachevschiny-v-predelah-voronezhskoy-gubernii,1,,карта,,,,1,651198
,Карта расселения славянских племён на Руси в IX веке,http://elib.shpl.ru/ru/nodes/3725-karta-rasseleniya-slavyanskih-plemyon-na-rusi-v-ix-veke,1,,карта,,,,1,468622
,"Карта Ревельского, Рижского, Псковского и Полоцкого наместничеств",http://elib.shpl.ru/ru/nodes/58806-karta-revelskogo-rizhskogo-pskovskogo-i-polotskogo-namestnichestv,1,,карта,,,,1,3859177
,"Карта рек, впадающих в Черное море",http://elib.shpl.ru/ru/nodes/81168-karta-rek-vpadayuschih-v-chernoe-more,1,,карта,,,,1,4885547
,Карта реки Волги,http://elib.shpl.ru/ru/nodes/2946-karta-reki-volgi,1,,карта,,,,1,328376
,Карта рельсовой политики великих государств Европы до 1-й мировой войны и колоний Германии,http://elib.shpl.ru/ru/nodes/92245-karta-relsovoy-politiki-velikih-gosudarstv-evropy-do-1-y-mirovoy-voyny-i-koloniy-germanii,1,,карта,,,,1,5469044
,Карта Ржевского уезда [1880-е].,http://elib.shpl.ru/ru/nodes/94531-karta-rzhevskogo-uezda-1880-e,1,,карта,,,,1,5543963
,Карта рождаемости на 100 жителей Орловского уезда Вятской губернии,http://elib.shpl.ru/ru/nodes/81186-karta-rozhdaemosti-na-100-zhiteley-orlovskogo-uezda-vyatskoy-gubernii,1,,карта,,,,1,4886935
,Карта рождаемости Орловского уезда Вятской губернии,http://elib.shpl.ru/ru/nodes/81173-karta-rozhdaemosti-orlovskogo-uezda-vyatskoy-gubernii,1,,карта,,,,1,4886105
,Карта рождаемости Орловского уезда Вятской губернии,http://elib.shpl.ru/ru/nodes/81185-karta-rozhdaemosti-orlovskogo-uezda-vyatskoy-gubernii,1,,карта,,,,1,4886934
,Карта России XVI века,http://elib.shpl.ru/ru/nodes/52003-karta-rossii-xvi-veka,1,,карта,,,,1,3524300
,Карта Российской Империи с обозначением Великой Сибирской железной дороги,http://elib.shpl.ru/ru/nodes/12512-karta-rossiyskoy-imperii-s-oboznacheniem-velikoy-sibirskoy-zheleznoy-dorogi,1,,карта,,,,1,1339863
,"Карта Российской Империи с показанием учебных заведений подведомственных департаментам: земледелия, лесному и горному в конце царствования ИМПЕРАТОРА АЛЕКСАНДРА III, в 1894 г.",http://elib.shpl.ru/ru/nodes/5557-karta-rossiyskoy-imperii-s-pokazaniem-uchebnyh-zavedeniy-podvedomstvennyh-departamentam-zemledeliya-lesnomu-i-gornomu-v-kontse-tsarstvovaniya-imperatora-aleksandra-iii-v-1894-g,1,,карта,,,,1,682845
,"Карта Российской Империи с показанием учебных заведений подведомственных департаментам: земледелия, лесному и горному в начале царствования ИМПЕРАТОРА АЛЕКСАНДРА III, в 1881 г.",http://elib.shpl.ru/ru/nodes/5556-karta-rossiyskoy-imperii-s-pokazaniem-uchebnyh-zavedeniy-podvedomstvennyh-departamentam-zemledeliya-lesnomu-i-gornomu-v-nachale-tsarstvovaniya-imperatora-aleksandra-iii-v-1881-g,1,,карта,,,,1,682844
,Карта Ростово-суздальского края,http://elib.shpl.ru/ru/nodes/3698-karta-rostovo-suzdalskogo-kraya,1,,карта,,,,1,467413
,Карта русских поселений Ковенской губернии,http://elib.shpl.ru/ru/nodes/12416-karta-russkih-poseleniy-kovenskoy-gubernii,1,,карта,,,,1,1332873
,Карта русской Польши и северо-западного края,http://elib.shpl.ru/ru/nodes/60456-karta-russkoy-polshi-i-severo-zapadnogo-kraya,1,,карта,,,,1,3914531
,Карта Рязанского княжества,http://elib.shpl.ru/ru/nodes/52019-karta-ryazanskogo-knyazhestva,1,,карта,,,,1,3524909
,Карта Рязанской губернии,http://elib.shpl.ru/ru/nodes/56502-karta-ryazanskoy-gubernii,1,,карта,,,,1,3773912
,Карта Самарской губернии,http://elib.shpl.ru/ru/nodes/88754-karta-samarskoy-gubernii,1,,карта,,,,1,5233247
,Карта Самарской Луки,http://elib.shpl.ru/ru/nodes/54008-karta-samarskoy-luki,1,,карта,,,,1,3665502
,"Карта Санкт-Петербургской губернии, Новгородского и Выборгского наместничества",http://elib.shpl.ru/ru/nodes/58803-karta-sankt-peterburgskoy-gubernii-novgorodskogo-i-vyborgskogo-namestnichestva,1,,карта,,,,1,3859174
,Карта Санктпетербургской губернии,http://elib.shpl.ru/ru/nodes/10477-karta-sanktpeterburgskoy-gubernii,1,,карта,,,,1,1108107
,Карта Саратовского уезда Саратовской губернии,http://elib.shpl.ru/ru/nodes/53948-karta-saratovskogo-uezda-saratovskoy-gubernii,1,,карта,,,,1,3661374
,"Карта Саратовского, Воронежского и Кавказского наместничеств",http://elib.shpl.ru/ru/nodes/58916-karta-saratovskogo-voronezhskogo-i-kavkazskogo-namestnichestv,1,,карта,,,,1,3860328
,Карта Саратовской губернии,http://elib.shpl.ru/ru/nodes/56504-karta-saratovskoy-gubernii,1,,карта,,,,1,3773913
,"Карта связей и районов действий отрядов ""зеленых"" на южном берегу Крыма в конце мая 1920 г.",http://elib.shpl.ru/ru/nodes/52739-karta-svyazey-i-rayonov-deystviy-otryadov-zelenyh-na-yuzhnom-beregu-kryma-v-kontse-maya-1920-g,1,,карта,,,,1,3571762
,Карта северного берега русской Лапландии,http://elib.shpl.ru/ru/nodes/83911-karta-severnogo-berega-russkoy-laplandii,1,,карта,,,,1,5003397
,Карта Северного Кавказа и Черноморья (1920-е),http://elib.shpl.ru/ru/nodes/10254-karta-severnogo-kavkaza-i-chernomorya-1920-e,1,,карта,,,,1,1040616
,Карта Северного Ледовитого океана от Норд-Кюна до устья реки Енисея,http://elib.shpl.ru/ru/nodes/95630-karta-severnogo-ledovitogo-okeana-ot-nord-kyuna-do-ustya-reki-eniseya,1,,карта,,,,1,5602721
,Карта Северного Полюса,http://elib.shpl.ru/ru/nodes/83870-karta-severnogo-polyusa,1,,карта,,,,1,5003324
,Карта северной Америки 1566 г.,http://elib.shpl.ru/ru/nodes/53655-karta-severnoy-ameriki-1566-g,1,,карта,,,,1,3623465
,Карта северной Италии и действий Суворова,http://elib.shpl.ru/ru/nodes/54280-karta-severnoy-italii-i-deystviy-suvorova,1,,карта,,,,1,3687266
,"Карта северной части Тихого океана, 1752 г.",http://elib.shpl.ru/ru/nodes/53659-karta-severnoy-chasti-tihogo-okeana-1752-g,1,,карта,,,,1,3623469
,Карта северных земель,http://elib.shpl.ru/ru/nodes/85781-karta-severnyh-zemel,1,,карта,,,,1,5076154
,Карта северных стран Р. Меркатора 1595 г.,http://elib.shpl.ru/ru/nodes/53653-karta-severnyh-stran-r-merkatora-1595-g,1,,карта,,,,1,3623463
,Карта северо-западного Кавказа,http://elib.shpl.ru/ru/nodes/53602-karta-severo-zapadnogo-kavkaza,1,,карта,,,,1,3614669
,Карта сел и волостных правлений Орловского уезда Вятской губернии,http://elib.shpl.ru/ru/nodes/81211-karta-sel-i-volostnyh-pravleniy-orlovskogo-uezda-vyatskoy-gubernii,1,,карта,,,,1,4888071
,Карта Семипалатинской области,http://elib.shpl.ru/ru/nodes/51841-karta-semipalatinskoy-oblasti,1,,карта,,,,1,3512754
,Карта Сербского княжества,http://elib.shpl.ru/ru/nodes/98687-karta-serbskogo-knyazhestva,1,,карта,,,,1,5752575
,Карта Симбирской губернии,http://elib.shpl.ru/ru/nodes/56506-karta-simbirskoy-gubernii,1,,карта,,,,1,3773914
,Карта Симбирской губернии. Задолженнось населения по казенным сборам к 1 января 1905 г. ,http://elib.shpl.ru/ru/nodes/52187-karta-simbirskoy-gubernii-zadolzhennos-naseleniya-po-kazennym-sboram-k-1-yanvarya-1905-g,1,,карта,,,,1,3543772
,Карта Симбирской губернии. Урожай овса в 1894 г.,http://elib.shpl.ru/ru/nodes/52186-karta-simbirskoy-gubernii-urozhay-ovsa-v-1894-g,1,,карта,,,,1,3543771
,Карта Симбирской губернии. Урожай овса в 1896 году,http://elib.shpl.ru/ru/nodes/52234-karta-simbirskoy-gubernii-urozhay-ovsa-v-1896-godu,1,,карта,,,,1,3547447
,Карта Симбирской губернии. Урожай овса в 1897 году,http://elib.shpl.ru/ru/nodes/52285-karta-simbirskoy-gubernii-urozhay-ovsa-v-1897-godu,1,,карта,,,,1,3550730
,Карта Симбирской губернии. Урожай овса в 1898 г.,http://elib.shpl.ru/ru/nodes/52289-karta-simbirskoy-gubernii-urozhay-ovsa-v-1898-g,1,,карта,,,,1,3550733
,Карта Симбирской губернии. Урожай овса в 1900 г.,http://elib.shpl.ru/ru/nodes/52307-karta-simbirskoy-gubernii-urozhay-ovsa-v-1900-g,1,,карта,,,,1,3550746
,Карта Симбирской губернии. Урожай овса в 1901 г.,http://elib.shpl.ru/ru/nodes/52311-karta-simbirskoy-gubernii-urozhay-ovsa-v-1901-g,1,,карта,,,,1,3550749
,Карта Симбирской губернии. Урожай овса в 1902 г.,http://elib.shpl.ru/ru/nodes/52360-karta-simbirskoy-gubernii-urozhay-ovsa-v-1902-g,1,,карта,,,,1,3554754
,Карта Симбирской губернии. Урожай пшеницы в 1894 г.,http://elib.shpl.ru/ru/nodes/52185-karta-simbirskoy-gubernii-urozhay-pshenitsy-v-1894-g,1,,карта,,,,1,3543770
,Карта Симбирской губернии. Урожай пшеницы в 1896 г.,http://elib.shpl.ru/ru/nodes/52233-karta-simbirskoy-gubernii-urozhay-pshenitsy-v-1896-g,1,,карта,,,,1,3547446
,Карта Симбирской губернии. Урожай пшеницы в 1897 году,http://elib.shpl.ru/ru/nodes/52237-karta-simbirskoy-gubernii-urozhay-pshenitsy-v-1897-godu,1,,карта,,,,1,3547449
,Карта Симбирской губернии. Урожай пшеницы в 1898 г.,http://elib.shpl.ru/ru/nodes/52288-karta-simbirskoy-gubernii-urozhay-pshenitsy-v-1898-g,1,,карта,,,,1,3550732
